Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CodeSystem-il-core-coverage-class.json	962	2	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	13	80	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-coverage-type.json	747	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	73	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-encounter-class.json	771	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	8	69	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-error-code.json	1288	2	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	12	127	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-il-core-medication-category.json	2246	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	107	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-medication-course-of-therapy-type.json	708	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	8	80	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-not-performed-reason.json	1849	3	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	32	72	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-premium-type.json	1050	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11	95	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-religion-code.json	1206	2	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	10	91	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-il-core-urn.json	24371	19	1	0	0	0	0	0	1	38	0	0	1	0	0	0	0	1	0	0	121	92	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-institution-type-moh.json	18246	9	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	54	83	0	0	0	2	0	1
fsh-generated/resources/CodeSystem-medical-service-moh.json	428518	203	0	0	0	0	0	0	10	304	0	0	2	0	0	0	0	3	0	0	1236	333	0	0	0	66	0	6
fsh-generated/resources/CodeSystem-moh-medication-code.json	414	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	65	0	1	0	0	0	0
fsh-generated/resources/CodeSystem-moh-tofes17-issue-code.json	3101	3	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	15	71	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-patient-admit-source-moh.json	4622	6	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	29	67	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-patient-release-type-moh.json	2240	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17	68	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-patient-visit-reason-moh.json	6849	7	0	0	0	0	0	0	1	10	0	0	1	0	0	0	0	0	0	0	36	71	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-paying-entity-moh.json	13849	7	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	66	73	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-practitioner-advanced-course-moh.json	4696	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	30	85	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-practitioner-certificate-type-moh.json	7237	8	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	1	0	0	41	70	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-practitioner-certificate-type-molsa.json	716	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	16	78	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-practitioner-education-type-moh.json	1008	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	63	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-practitioner-expertise-moh.json	28958	13	0	0	0	0	0	0	1	18	0	0	1	0	0	0	0	0	0	0	84	96	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-practitioner-profession-moh.json	18629	10	0	0	0	0	0	0	1	14	0	0	1	0	0	0	0	0	0	0	48	75	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-yarpa-medication-code.json	373	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	70	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-ILCoreReligions.json	4560	5	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	37	17	0	0	0	1	0	1
fsh-generated/resources/Condition-condition-burnt-ear.json	1576	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0
fsh-generated/resources/Condition-condition-type-1-diabetes.json	1590	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
fsh-generated/resources/Encounter-breast-screaning.json	2056	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0
fsh-generated/resources/Encounter-community-consultation.json	1692	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	21	0	0	0	0	0	0
fsh-generated/resources/Encounter-home-visit.json	2045	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	43	0	0	0	0	0	0
fsh-generated/resources/Immunization-Immunization-with-product-code.json	1043	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0
fsh-generated/resources/Immunization-Immunization-with-vaccine-code.json	893	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	12	0	0	0	0	0	0
fsh-generated/resources/Location-location-general-kind-hospital-ward.json	801	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0
fsh-generated/resources/Location-location-hospital-unit.json	2145	3	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0
fsh-generated/resources/Medication-paracetamol.json	1557	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	35	0	0	0	0	0	0
fsh-generated/resources/MedicationAdministration-morphine-hospitalization.json	2440	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	20	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-metamizole-for-gangreenous-tonsolitis.json	3004	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-MedicationStatement-Fluoxetine-20-mg.json	2863	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	14	0	0	1	0	0	0
fsh-generated/resources/NamingSystem-cbs-statistical-area.json	1131	3	0	0	0	0	4	0	0	4	517	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-il-national-id.json	1315	2	0	0	0	0	4	0	0	5	22	0	0	0	0	0	0	0	0	0	37	17	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-israel-drugs.json	885	2	0	0	0	0	3	0	0	6	7	0	0	0	0	0	0	0	0	0	14	32	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-legal-entity.json	1152	2	0	0	0	0	4	0	0	4	16	0	0	0	0	0	0	0	0	0	14	16	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-nurse-advanced-course.json	1508	2	0	0	0	0	3	0	0	4	7	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-nurse-expertise.json	1172	2	0	0	0	0	3	0	0	4	5	0	0	0	0	0	0	0	0	0	17	11	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-nurse-registration.json	972	2	0	0	0	0	5	0	0	3	3	0	0	0	0	0	0	0	0	0	12	14	0	0	0	0	0	1
fsh-generated/resources/NamingSystem-pna-national-id.json	1259	2	0	0	0	0	3	0	0	4	6	0	0	0	0	0	0	0	0	0	18	19	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-practitioner-expertise.json	1017	2	0	0	0	0	4	0	0	4	3	0	0	0	0	0	0	0	0	0	15	44	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-practitioner-instructor.json	1032	2	0	0	0	0	4	0	0	5	4	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-practitioner-license.json	1185	2	0	0	0	0	12	0	0	4	3	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-social-worker.json	1081	2	0	0	0	0	5	0	0	4	3	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-hight.json	1314	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	51	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-not-performed.json	781	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-hospital-department.json	1982	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-ministry-of-health.json	1920	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	8	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-part-of-ministry-of-health.json	1659	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	13	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-school-moe.json	1684	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	9	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-immigrant.json	4315	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-israeli-redacted.json	2460	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	26	35	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-israeli-with-statistical-area.json	3613	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-israeli-with-two-identifiers.json	3829	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	1
fsh-generated/resources/Patient-patient-with-hebrew-date.json	4329	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-israeli-id.json	3287	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-multiple-birth.json	3317	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-palestinian-id-and-parent-name.json	1549	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-passport-identification-unknown-country.json	3677	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	30	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-passport-identification.json	3499	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-two-addresses.json	4861	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
fsh-generated/resources/Practitioner-anesthesiologist-with-expertise.json	2800	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	10	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-md.json	1951	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	1
fsh-generated/resources/Practitioner-practitioner-nurse-no-expertise-with-advanced-courses.json	4641	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	10	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-nurse-with-expertise-and-advanced-courses.json	4774	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-nurse.json	3718	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-psychologist.json	2731	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	36	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-practitionerRole-gp.json	789	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0	0	0	0
fsh-generated/resources/Procedure-partial-parotidectomy.json	611	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-bloodwork-before-partial-parotidectomy.json	1332	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-administrative-parent-name.json	5743	4	0	0	0	0	0	26	0	29	0	0	1	0	0	0	0	0	0	0	131	364	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ext-allergy-intolerance-end.json	4569	4	0	0	0	0	0	21	0	27	0	0	1	0	0	0	0	0	0	0	82	216	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ext-city-code.json	1918	3	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	41	109	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-diagnostic-report-note.json	1549	2	0	0	0	0	0	8	0	9	0	0	1	0	0	0	0	0	0	0	42	118	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ext-documented-event-date.json	1658	2	0	0	0	0	0	8	0	9	0	0	1	0	0	0	0	1	0	0	38	114	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-event-occurrence-location.json	1779	3	0	0	0	0	0	17	0	11	0	0	0	0	0	0	0	0	0	0	46	159	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-hebrew-date.json	5877	5	0	0	0	0	0	33	0	31	0	0	1	0	0	0	0	0	0	0	122	191	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ext-il-hmo.json	2069	2	0	0	0	0	0	9	0	10	0	0	1	0	0	0	0	0	0	0	38	115	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-medication-course-of-therapy-type.json	1752	3	0	0	0	0	0	9	0	9	0	0	1	0	0	0	0	0	0	0	39	113	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-movement-sequence-number.json	1471	2	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	36	110	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-narcotic-medication.json	1648	2	0	0	0	0	0	9	0	8	0	0	1	0	0	0	0	0	0	0	39	152	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ext-parent-name.json	1917	3	0	0	0	0	0	9	0	15	0	0	1	0	0	0	0	0	0	0	38	109	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-patient-immigration.json	6563	5	0	0	0	0	0	31	0	33	0	0	0	0	0	0	0	1	0	0	140	176	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ext-procedure-reference.json	1585	2	0	0	0	0	0	8	0	10	0	0	1	0	0	0	0	0	0	0	41	139	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-qualification-practice.json	1455	3	0	0	0	0	0	8	0	9	0	0	1	0	0	0	0	0	0	0	39	106	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-reaction-duration.json	1649	2	0	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	0	0	48	108	0	0	0	0	1	0
fsh-generated/resources/StructureDefinition-ext-recorded-time.json	1689	2	0	0	0	0	0	10	0	9	0	0	1	0	0	0	0	0	0	0	38	109	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-statistical-area.json	2334	3	0	0	0	0	0	16	0	16	0	0	1	0	0	0	0	0	0	0	62	153	0	0	0	0	0	1
fsh-generated/resources/StructureDefinition-il-core-address.json	7318	6	0	0	0	0	0	29	1	46	0	0	1	0	0	0	0	1	0	0	123	210	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-il-core-allergy-intolerance.json	8957	5	0	0	0	0	0	435	0	67	0	0	0	0	0	0	0	0	0	0	228	349	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-il-core-care-team.json	3718	4	1	0	0	0	0	27	0	30	0	0	1	0	0	0	0	0	0	0	124	223	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-il-core-claim.json	10174	6	0	0	0	0	0	138	0	172	0	0	1	0	0	0	0	2	0	0	452	858	0	0	0	7	0	4
fsh-generated/resources/StructureDefinition-il-core-condition.json	6608	5	0	0	0	0	0	40	0	48	0	0	1	0	0	0	0	1	0	0	167	314	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-coverage-eligibility-request.json	4881	4	0	0	0	0	0	61	0	54	0	0	0	0	0	0	0	0	0	0	190	330	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-coverage-eligibility-response.json	3726	3	0	0	0	0	0	53	0	48	0	0	1	0	0	0	0	1	0	0	205	343	0	0	0	2	0	2
fsh-generated/resources/StructureDefinition-il-core-coverage.json	4812	4	0	0	0	0	0	62	0	57	0	0	1	0	0	0	0	1	0	0	217	346	0	0	0	3	1	2
fsh-generated/resources/StructureDefinition-il-core-device-definition.json	2736	3	0	0	0	0	0	50	0	49	0	0	0	0	0	0	0	0	0	0	166	294	0	0	0	3	1	1
fsh-generated/resources/StructureDefinition-il-core-device.json	2782	3	0	0	0	0	0	54	0	52	0	0	1	0	0	0	0	1	0	0	211	317	0	1	0	2	0	2
fsh-generated/resources/StructureDefinition-il-core-diagnostic-report.json	5443	4	0	0	0	0	0	39	0	35	0	0	1	0	0	0	0	0	0	0	151	234	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-document-reference.json	4784	3	0	0	0	0	0	48	0	47	0	0	0	0	0	0	0	1	0	0	174	304	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-il-core-dosage.json	6945	5	0	0	0	0	0	26	0	42	0	0	1	0	0	0	0	0	0	0	141	213	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-encounter.json	12968	8	0	0	0	0	0	89	0	105	0	0	0	0	0	0	0	2	0	0	396	475	0	0	0	5	0	3
fsh-generated/resources/StructureDefinition-il-core-family-member-history.json	2668	3	0	0	0	0	0	37	0	53	0	0	1	0	0	0	0	0	0	0	114	309	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-il-core-group.json	2543	3	0	0	0	0	0	31	0	29	0	0	0	0	0	0	0	0	0	0	108	224	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-il-core-imaging-study.json	6191	4	0	0	0	0	0	51	0	54	0	0	1	0	0	0	0	1	0	0	195	305	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-immunization-reaction-observation.json	3585	3	0	0	0	0	0	64	0	65	0	0	1	0	0	0	0	1	0	0	223	362	0	1	0	3	0	2
fsh-generated/resources/StructureDefinition-il-core-immunization-recommendation.json	2801	3	0	0	0	0	0	33	0	34	0	0	0	0	0	0	0	0	0	0	113	235	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-il-core-immunization.json	9394	7	0	0	0	0	0	68	0	78	0	0	1	0	0	0	0	1	0	0	258	377	0	0	0	4	0	2
fsh-generated/resources/StructureDefinition-il-core-location.json	3641	3	0	0	0	0	0	70	0	77	0	0	0	0	0	0	0	1	0	0	240	350	0	0	0	4	0	3
fsh-generated/resources/StructureDefinition-il-core-media.json	4384	4	0	0	0	0	0	30	0	33	0	0	1	0	0	0	0	0	0	0	122	199	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-il-core-medication-administration.json	10733	7	0	0	0	0	0	51	0	58	0	0	1	0	0	0	0	1	0	0	224	318	0	0	0	3	1	2
fsh-generated/resources/StructureDefinition-il-core-medication-request.json	12797	8	0	0	0	0	0	80	1	90	0	0	0	0	0	0	0	1	0	0	343	499	0	1	0	6	0	3
fsh-generated/resources/StructureDefinition-il-core-medication-statement.json	8082	6	0	0	0	0	0	35	0	36	0	0	1	0	0	0	0	1	0	0	154	253	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-il-core-medication.json	3471	3	0	0	0	0	0	50	0	61	0	0	0	0	0	0	0	0	0	0	140	226	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-il-core-observation-lab.json	7821	6	0	0	0	0	0	198	0	127	0	0	1	0	0	0	0	1	0	0	414	699	0	0	0	7	0	4
fsh-generated/resources/StructureDefinition-il-core-observation.json	17092	10	1	0	0	0	0	0	0	100	0	0	1	0	0	0	0	1	0	0	406	549	0	1	0	7	0	2
fsh-generated/resources/StructureDefinition-il-core-organization.json	10321	7	0	0	0	0	0	75	0	87	0	0	0	0	0	0	0	1	0	0	310	456	0	0	0	6	0	3
fsh-generated/resources/StructureDefinition-il-core-patient.json	18971	32	0	0	0	0	0	140	0	185	0	0	1	0	0	0	0	2	0	0	591	756	0	0	0	10	0	5
fsh-generated/resources/StructureDefinition-il-core-plan-definition.json	3227	4	0	0	0	0	0	90	0	82	0	0	1	0	0	0	0	1	0	0	269	462	0	0	0	4	0	2
fsh-generated/resources/StructureDefinition-il-core-practitioner-role.json	2957	3	0	0	0	0	0	36	0	40	0	0	0	0	0	0	0	0	0	0	137	286	0	0	0	2	0	2
fsh-generated/resources/StructureDefinition-il-core-practitioner.json	66437	32	0	0	0	0	0	374	0	568	0	0	1	0	0	0	0	1	0	0	1803	1914	0	1	0	29	0	11
fsh-generated/resources/StructureDefinition-il-core-procedure.json	11967	7	0	0	0	0	0	51	0	65	0	0	1	0	0	0	0	1	0	0	238	362	0	1	0	4	0	1
fsh-generated/resources/StructureDefinition-il-core-questionnaire-response.json	3941	3	0	0	0	0	0	30	0	33	0	0	1	0	0	0	0	0	0	0	140	271	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-questionnaire.json	1765	3	0	0	0	0	0	65	0	57	0	0	0	0	0	0	0	0	0	0	195	433	0	0	0	3	1	2
fsh-generated/resources/StructureDefinition-il-core-related-person.json	13599	9	0	0	0	0	0	128	0	127	0	0	1	0	0	0	0	1	0	0	456	702	0	0	0	7	0	3
fsh-generated/resources/StructureDefinition-il-core-service-request.json	10550	7	0	0	0	0	0	65	0	78	0	0	0	0	0	0	0	0	0	0	284	427	0	1	0	5	0	1
fsh-generated/resources/StructureDefinition-il-core-specimen.json	2942	3	0	0	0	0	0	40	0	42	0	0	2	0	0	0	0	0	0	0	140	303	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-substance.json	2140	3	0	0	0	0	0	25	0	26	0	0	1	0	0	0	0	0	0	0	103	386	0	0	0	1	0	1
fsh-generated/resources/ValueSet-city-symbol.json	478	2	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	23	11118	0	0	0	0	0	0
fsh-generated/resources/ValueSet-department-type-moh.json	474	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	23	1923	0	0	0	0	0	0
fsh-generated/resources/ValueSet-hebrew-date-day.json	420	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	101	0	0	0	1	0	0
fsh-generated/resources/ValueSet-hebrew-date-month.json	432	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	81	0	0	0	0	0	0
fsh-generated/resources/ValueSet-icd9-cm-diagnoses.json	1972608	1136	0	0	0	0	0	0	48	12259	0	0	0	0	0	0	0	2	0	0	4684	13259	0	0	0	143	0	19
fsh-generated/resources/ValueSet-icd9-cm-procedures.json	469824	322	0	0	0	0	0	0	8	329	0	0	0	0	0	0	0	1	0	0	1110	2755	0	0	0	38	0	6
fsh-generated/resources/ValueSet-icd9il-diagnoses.json	565	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	113	0	0	0	1	0	0
fsh-generated/resources/ValueSet-icd9il-procedures.json	570	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	327	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-allergy-intolerance-code.json	1958	3	0	0	0	0	0	0	0	846	0	0	0	0	0	0	0	0	0	0	20	2568	0	1	0	0	0	0
fsh-generated/resources/ValueSet-il-core-allergy-intolerance-end-reason.json	792	2	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	11	419	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-common-units-of-measure.json	838	1	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	19	1124	0	0	0	0	0	0
